satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,age,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,heure_supplementaires,augementation_salaire_precedente,genre,statut_marital,departement,poste,a_quitte_l_entreprise,domaine_etude,frequence_deplacement
2,2,1,2,2,2,4,58,3346,4,9,1,0,1,3,9,3,0,0,Oui,20 %,F,Marié(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
3,2,3,4,1,2,3,40,10855,7,15,12,11,1,2,4,4,2,11,Non,11 %,M,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Occasionnel
3,3,1,3,4,3,3,34,2231,6,6,4,3,1,3,2,4,1,2,Non,18 %,F,Marié(e),Commercial,Représentant Commercial,Non,Marketing,Frequent
3,3,1,4,1,3,4,22,2323,1,2,2,2,2,6,19,1,2,2,Non,24 %,M,Marié(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
4,3,1,2,4,1,3,27,2024,6,6,2,2,1,1,9,3,2,2,Non,18 %,M,Divorcé(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Aucun
3,3,1,4,3,1,3,28,2713,1,5,5,2,1,2,21,3,0,2,Non,11 %,M,Marié(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
3,4,3,4,2,1,3,57,9439,3,12,5,3,1,2,24,2,1,4,Oui,16 %,M,Divorcé(e),Consulting,Manager,Non,Infra & Cloud,Occasionnel
3,2,1,3,4,2,3,27,2566,1,1,1,1,1,2,3,3,0,1,Oui,15 %,M,Divorcé(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Aucun
3,3,5,2,2,3,3,50,19926,3,21,5,4,0,5,11,3,4,4,Non,15 %,F,Célibataire,Consulting,Senior Manager,Non,Infra & Cloud,Occasionnel
1,3,1,3,1,3,3,41,2451,4,13,9,8,1,2,14,3,1,8,Non,12 %,M,Divorcé(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
2,3,3,4,3,3,3,30,9419,2,12,10,9,1,2,5,3,7,4,Non,12 %,F,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Occasionnel
1,2,2,4,3,4,4,38,8686,4,12,8,3,0,2,1,4,0,7,Non,22 %,F,Célibataire,Commercial,Cadre Commercial,Non,Infra & Cloud,Occasionnel
3,3,1,3,1,3,4,32,3038,3,8,5,4,0,2,6,5,1,4,Non,20 %,M,Célibataire,Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
3,3,1,2,4,2,3,27,3058,0,6,5,2,1,3,17,3,1,1,Oui,16 %,M,Marié(e),Consulting,Assistant de Direction,Non,Entrepreunariat,Occasionnel
3,1,1,1,1,4,4,19,2325,0,1,0,0,0,5,1,1,0,0,Non,21 %,F,Célibataire,Commercial,Représentant Commercial,Oui,Entrepreunariat,Frequent
4,3,1,2,3,2,3,36,2088,4,13,8,7,0,3,3,2,7,2,Non,12 %,M,Célibataire,Consulting,Consultant,Non,Transformation Digitale,Frequent
3,3,2,1,3,3,3,30,3072,1,12,12,9,2,4,9,3,6,10,Non,11 %,M,Divorcé(e),Consulting,Consultant,Non,Transformation Digitale,Aucun
3,3,2,1,1,4,3,45,5006,4,9,5,4,1,3,4,2,0,3,Oui,11 %,F,Divorcé(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Occasionnel
3,3,1,1,3,3,3,56,4257,4,19,2,2,1,3,8,3,2,2,Oui,18 %,F,Divorcé(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
3,3,1,4,1,4,3,33,2500,0,4,3,1,0,2,2,3,0,2,Non,14 %,M,Célibataire,Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
2,2,1,4,3,2,4,19,1102,1,1,1,0,0,3,2,3,1,0,Non,22 %,M,Célibataire,Consulting,Consultant,Oui,Infra & Cloud,Occasionnel
2,3,3,1,3,3,4,46,10453,1,24,24,13,3,2,1,2,15,7,Non,25 %,F,Divorcé(e),Commercial,Cadre Commercial,Non,Marketing,Occasionnel
3,3,1,4,3,3,3,38,2288,1,2,2,2,0,3,9,2,2,1,Non,12 %,F,Célibataire,Consulting,Consultant,Non,Infra & Cloud,Occasionnel
3,3,1,4,3,3,4,31,3929,8,7,4,2,1,0,12,1,0,2,Oui,23 %,F,Marié(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
4,3,1,2,4,3,3,34,2311,2,9,3,2,0,3,27,2,1,2,Non,15 %,F,Célibataire,Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
2,3,1,2,4,2,4,41,3140,1,4,4,3,0,5,20,2,0,2,Oui,22 %,F,Célibataire,Commercial,Représentant Commercial,Oui,Marketing,Occasionnel
3,2,1,3,4,2,3,50,3690,2,5,3,2,1,2,1,3,0,2,Non,15 %,M,Marié(e),Consulting,Consultant,Non,Transformation Digitale,Occasionnel
4,4,2,1,3,3,3,53,4450,1,5,4,2,2,3,13,2,1,3,Non,11 %,F,Divorcé(e),Consulting,Tech Lead,Non,Transformation Digitale,Occasionnel
4,3,1,2,4,3,3,33,2756,1,8,8,7,1,5,14,3,1,6,Non,13 %,F,Marié(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
4,3,5,3,2,3,3,40,19033,1,21,20,8,1,2,4,1,9,9,Non,14 %,F,Marié(e),Consulting,Senior Manager,Non,Transformation Digitale,Occasionnel
3,4,5,2,4,3,3,55,18722,8,36,24,15,0,3,14,4,2,15,Non,11 %,M,Célibataire,Consulting,Directeur Technique,Non,Transformation Digitale,Occasionnel
4,2,2,3,3,2,3,34,9547,1,10,10,9,0,2,2,1,1,9,Non,17 %,M,Marié(e),Consulting,Tech Lead,Non,Infra & Cloud,Frequent
4,3,4,2,3,3,3,51,13734,3,21,7,7,0,6,3,3,1,0,Non,18 %,F,Célibataire,Consulting,Manager,Non,Transformation Digitale,Occasionnel
3,2,5,3,1,3,3,52,19999,0,34,33,18,1,5,1,4,11,9,Non,14 %,M,Marié(e),Consulting,Senior Manager,Non,Infra & Cloud,Occasionnel
4,3,1,2,4,2,3,27,2279,1,7,7,7,0,2,9,3,0,3,Non,16 %,F,Célibataire,Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
2,2,2,3,1,3,3,35,5916,3,8,1,0,0,1,23,2,0,1,Oui,13 %,M,Marié(e),Consulting,Tech Lead,Oui,Infra & Cloud,Occasionnel
4,4,1,4,4,4,3,43,2089,4,7,5,4,3,3,7,3,2,2,Non,14 %,M,Divorcé(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Aucun
1,2,4,4,4,3,4,45,16792,9,22,20,8,1,1,2,2,11,8,Non,23 %,M,Marié(e),Consulting,Senior Manager,Non,Transformation Digitale,Aucun
2,4,1,1,1,2,3,37,3564,1,8,8,7,1,3,21,3,1,7,Oui,12 %,M,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
2,3,2,2,4,3,3,35,4425,5,10,6,2,0,5,2,3,1,2,Non,11 %,F,Célibataire,Consulting,Consultant,Non,Transformation Digitale,Frequent
3,3,2,3,2,3,3,42,5265,2,11,5,3,1,5,21,2,0,2,Non,16 %,F,Divorcé(e),Consulting,Tech Lead,Non,Transformation Digitale,Aucun
4,3,2,3,2,3,3,38,6553,9,14,1,0,0,3,2,4,0,0,Non,14 %,M,Marié(e),Consulting,Tech Lead,Non,Infra & Cloud,Occasionnel
4,3,2,4,1,1,3,38,6261,3,9,7,7,1,3,29,3,1,7,Non,18 %,M,Marié(e),Consulting,Tech Lead,Non,Entrepreunariat,Occasionnel
3,2,2,1,3,3,3,27,4298,5,6,2,2,1,1,1,1,2,0,Non,19 %,M,Marié(e),Consulting,Tech Lead,Non,Entrepreunariat,Frequent
4,3,2,4,1,3,3,49,6804,1,7,7,7,2,0,18,4,1,7,Oui,15 %,M,Divorcé(e),Consulting,Tech Lead,Non,Infra & Cloud,Aucun
4,3,1,3,4,4,3,34,3815,1,5,5,3,1,4,10,4,2,0,Oui,17 %,M,Divorcé(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Frequent
3,3,2,4,3,4,3,40,2741,8,15,7,2,1,2,19,2,3,7,Oui,15 %,M,Marié(e),Consulting,Consultant,Non,Transformation Digitale,Occasionnel
2,3,2,1,2,3,3,38,6673,7,17,1,0,0,2,29,1,0,0,Oui,19 %,M,Marié(e),Consulting,Manager,Oui,Transformation Digitale,Occasionnel
2,3,3,4,4,2,4,29,7639,1,10,10,4,3,3,27,3,1,9,Non,22 %,F,Marié(e),Commercial,Cadre Commercial,Oui,Marketing,Occasionnel
4,4,1,2,1,2,3,22,2328,1,4,4,2,1,2,5,3,2,2,Oui,16 %,M,Divorcé(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
2,3,1,4,1,3,3,36,2153,1,8,8,1,0,2,18,1,1,7,Non,13 %,F,Célibataire,Consulting,Consultant,Non,Transformation Digitale,Frequent
4,2,2,4,4,1,3,40,4876,9,5,3,2,1,5,9,5,0,2,Non,14 %,M,Marié(e),Consulting,Manager,Non,Infra & Cloud,Aucun
4,3,3,1,3,3,3,46,9396,7,17,4,2,1,3,1,4,0,3,Non,16 %,M,Divorcé(e),Consulting,Manager,Non,Transformation Digitale,Occasionnel
4,1,3,4,3,2,3,32,10400,1,14,14,8,0,2,4,4,9,8,Non,11 %,M,Marié(e),Commercial,Cadre Commercial,Oui,Transformation Digitale,Occasionnel
3,2,3,3,3,3,4,30,8474,1,12,11,8,0,2,1,1,5,8,Non,22 %,M,Célibataire,Consulting,Tech Lead,Non,Infra & Cloud,Aucun
4,3,2,3,4,3,3,27,9981,1,7,7,7,0,2,20,3,0,7,Non,14 %,F,Célibataire,Commercial,Cadre Commercial,Non,Infra & Cloud,Frequent
2,2,3,2,4,1,3,51,12490,5,16,10,9,2,5,8,4,4,7,Non,16 %,M,Marié(e),Consulting,Directeur Technique,Non,Infra & Cloud,Occasionnel
4,3,1,1,3,3,3,30,2657,5,8,5,2,0,5,3,3,0,4,Oui,11 %,F,Célibataire,Consulting,Assistant de Direction,Oui,Entrepreunariat,Occasionnel
4,3,3,4,3,3,3,41,13591,3,16,1,0,0,3,6,3,0,0,Oui,18 %,F,Célibataire,Commercial,Senior Manager,Non,Infra & Cloud,Occasionnel
3,2,2,1,3,2,3,30,6696,5,9,6,3,0,5,26,4,0,1,Non,15 %,F,Célibataire,Commercial,Cadre Commercial,Oui,Marketing,Frequent
3,3,1,3,4,2,3,29,2058,0,7,6,2,0,1,1,3,1,5,Non,14 %,M,Célibataire,Consulting,Assistant de Direction,Oui,Entrepreunariat,Occasionnel
4,2,3,4,4,3,3,45,8865,6,23,19,7,0,2,6,3,12,8,Non,12 %,F,Célibataire,Commercial,Cadre Commercial,Non,Transformation Digitale,Aucun
4,3,2,1,4,3,3,54,5940,2,16,6,2,1,4,3,3,0,5,Non,14 %,F,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Occasionnel
4,3,2,2,4,4,3,36,5914,8,16,13,11,0,3,5,2,3,7,Non,16 %,M,Célibataire,Consulting,Consultant,Non,Infra & Cloud,Occasionnel
3,2,1,2,4,3,4,33,2622,6,7,3,2,0,3,4,4,1,1,Non,21 %,F,Marié(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
2,3,3,4,3,3,3,37,12185,1,10,10,8,3,1,11,3,0,7,Oui,14 %,M,Divorcé(e),Consulting,Directeur Technique,Non,Autre,Frequent
1,3,3,3,3,2,3,38,10609,0,17,16,10,2,6,3,3,5,13,Non,12 %,M,Divorcé(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Occasionnel
3,1,2,3,4,3,3,31,4345,0,6,5,4,1,2,1,4,1,4,Non,12 %,M,Marié(e),Consulting,Tech Lead,Non,Transformation Digitale,Aucun
3,2,1,4,1,3,3,59,2177,3,7,1,0,1,6,3,3,0,0,Non,17 %,M,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
1,3,1,4,3,3,3,37,2793,4,13,9,8,1,2,4,4,5,8,Non,17 %,M,Divorcé(e),Commercial,Représentant Commercial,Non,Marketing,Frequent
2,3,3,4,4,3,3,29,7918,1,11,11,10,1,5,1,1,4,1,Non,14 %,F,Marié(e),Commercial,Cadre Commercial,Non,Transformation Digitale,Frequent
3,3,3,3,1,4,3,35,8789,1,10,10,7,0,3,1,3,0,8,Non,14 %,F,Célibataire,Commercial,Cadre Commercial,Non,Marketing,Frequent
3,2,1,4,3,2,3,29,2389,1,4,4,3,0,3,18,1,0,1,Oui,13 %,M,Célibataire,Consulting,Assistant de Direction,Oui,Transformation Digitale,Occasionnel
3,2,1,4,2,2,3,52,3212,7,6,2,2,0,3,2,3,2,2,Non,15 %,F,Célibataire,Consulting,Consultant,Non,Infra & Cloud,Occasionnel
3,3,5,4,4,3,3,42,19232,1,22,22,17,0,3,4,2,11,15,Non,11 %,M,Marié(e),Consulting,Senior Manager,Non,Entrepreunariat,Occasionnel
2,3,1,3,4,2,3,59,2267,8,7,2,2,0,2,6,2,2,2,Non,17 %,M,Marié(e),Ressources Humaines,Ressources Humaines,Non,Transformation Digitale,Occasionnel
4,3,5,4,3,2,3,50,19517,3,32,7,0,1,3,1,4,0,6,Non,11 %,F,Divorcé(e),Commercial,Senior Manager,Non,Transformation Digitale,Occasionnel
3,3,1,4,3,1,3,33,2436,5,8,5,4,1,2,14,3,0,4,Oui,13 %,M,Marié(e),Consulting,Consultant,Oui,Transformation Digitale,Occasionnel
4,3,4,4,3,3,4,43,16064,5,22,17,13,1,3,16,3,1,9,Oui,22 %,F,Marié(e),Commercial,Senior Manager,Non,Marketing,Occasionnel
1,3,1,1,1,4,4,33,2707,7,13,9,7,0,3,2,2,1,7,Non,20 %,F,Marié(e),Consulting,Consultant,Oui,Infra & Cloud,Occasionnel
1,2,5,3,4,4,3,52,19068,1,33,33,7,0,2,2,4,15,12,Oui,18 %,M,Célibataire,Commercial,Senior Manager,Non,Infra & Cloud,Aucun
3,3,1,2,1,3,3,32,3931,2,6,4,3,1,5,4,2,1,2,Non,11 %,F,Marié(e),Commercial,Représentant Commercial,Non,Infra & Cloud,Occasionnel
4,2,1,3,4,1,3,32,3730,0,4,3,2,0,2,1,3,1,2,Oui,14 %,M,Célibataire,Consulting,Consultant,Oui,Infra & Cloud,Occasionnel
3,3,1,3,3,3,3,39,2232,7,7,3,2,3,1,1,4,1,2,Non,14 %,F,Divorcé(e),Consulting,Consultant,Non,Transformation Digitale,Occasionnel
3,3,2,4,1,3,3,32,4465,0,4,3,2,0,2,26,4,2,2,Non,18 %,M,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Aucun
3,3,2,1,1,2,3,41,3072,2,17,1,0,2,2,19,2,0,0,Non,16 %,M,Divorcé(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
1,3,2,4,1,3,3,40,3319,1,9,9,8,2,3,24,2,4,7,Non,17 %,M,Divorcé(e),Consulting,Assistant de Direction,Non,Entrepreunariat,Occasionnel
3,4,5,4,3,3,3,45,19202,0,25,24,0,1,2,1,3,1,7,Non,11 %,M,Marié(e),Consulting,Senior Manager,Non,Autre,Occasionnel
2,3,3,3,1,3,3,31,13675,9,9,2,2,1,3,3,4,2,2,Non,12 %,M,Divorcé(e),Consulting,Directeur Technique,Non,Transformation Digitale,Frequent
3,2,1,4,3,2,3,33,2911,1,2,2,2,1,2,5,4,0,2,Non,13 %,F,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
4,2,2,1,2,3,3,34,5957,6,13,11,9,1,3,2,4,5,9,Non,13 %,M,Marié(e),Consulting,Tech Lead,Non,Infra & Cloud,Occasionnel
3,2,1,1,1,2,3,37,3920,2,17,3,1,1,2,1,2,0,2,Non,14 %,F,Marié(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
1,4,2,3,4,3,3,45,6434,4,9,3,2,1,1,7,4,0,2,Non,17 %,M,Marié(e),Consulting,Tech Lead,Non,Infra & Cloud,Frequent
1,3,3,3,2,3,3,37,10048,6,17,1,0,2,5,10,3,0,0,Non,11 %,M,Divorcé(e),Consulting,Tech Lead,Oui,Transformation Digitale,Frequent
3,3,3,3,4,3,4,39,10938,0,20,19,6,0,1,2,4,11,8,Non,25 %,F,Célibataire,Consulting,Manager,Non,Entrepreunariat,Frequent
3,3,1,4,1,3,3,29,2340,1,6,6,5,0,1,15,3,1,5,Non,19 %,M,Célibataire,Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
4,4,2,1,3,3,3,42,6545,3,10,3,2,0,1,17,2,0,2,Oui,13 %,F,Célibataire,Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
4,3,2,4,4,3,3,29,6931,2,10,3,2,1,2,20,2,0,2,Non,14 %,M,Divorcé(e),Commercial,Cadre Commercial,Non,Marketing,Occasionnel
1,3,2,3,4,3,3,25,4898,0,5,4,2,2,3,1,3,1,2,Non,12 %,F,Marié(e),Consulting,Tech Lead,Non,Infra & Cloud,Occasionnel
4,2,1,1,3,3,3,42,2593,0,10,9,6,1,4,2,3,7,8,Oui,11 %,F,Divorcé(e),Consulting,Consultant,Non,Transformation Digitale,Occasionnel
1,3,5,3,4,3,3,40,19436,0,22,21,7,1,5,2,2,3,9,Non,19 %,M,Divorcé(e),Consulting,Directeur Technique,Non,Transformation Digitale,Occasionnel
3,3,1,4,2,2,3,51,2723,1,1,1,0,0,0,1,3,0,0,Non,11 %,M,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
3,2,1,2,2,4,3,31,3479,0,6,5,4,0,2,29,2,1,4,Non,11 %,M,Célibataire,Consulting,Consultant,Oui,Transformation Digitale,Frequent
2,4,1,2,3,1,4,32,2794,1,5,5,1,0,3,7,3,0,3,Non,20 %,M,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Frequent
4,2,2,4,4,3,3,38,5249,3,13,8,7,1,0,2,2,7,5,Non,18 %,M,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Aucun
4,2,2,1,4,3,3,32,2176,4,9,6,2,0,5,2,1,0,4,Non,13 %,M,Célibataire,Consulting,Consultant,Non,Entrepreunariat,Occasionnel
3,1,4,2,2,2,3,46,16872,3,28,7,7,1,2,2,3,7,7,Oui,12 %,F,Marié(e),Commercial,Senior Manager,Non,Entrepreunariat,Occasionnel
1,3,1,3,3,1,3,28,3485,2,5,0,0,0,5,2,4,0,0,Non,11 %,M,Célibataire,Consulting,Consultant,Oui,Infra & Cloud,Occasionnel
1,2,2,2,2,3,3,29,6644,2,10,0,0,2,2,2,3,0,0,Non,19 %,M,Marié(e),Commercial,Cadre Commercial,Non,Transformation Digitale,Occasionnel
2,2,2,4,2,3,4,31,5582,0,10,9,0,1,2,23,3,7,8,Non,21 %,M,Marié(e),Consulting,Manager,Non,Transformation Digitale,Occasionnel
2,4,2,1,4,3,3,25,4000,1,6,6,3,2,2,5,2,1,5,Non,12 %,M,Divorcé(e),Consulting,Manager,Non,Infra & Cloud,Aucun
3,3,4,4,2,3,3,45,13496,0,21,20,7,0,2,20,2,4,10,Oui,14 %,M,Marié(e),Consulting,Manager,Non,Transformation Digitale,Occasionnel
4,3,1,4,3,3,3,36,3210,0,16,15,13,1,4,6,3,10,11,Non,11 %,M,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Occasionnel
4,3,5,1,3,3,3,55,19045,0,37,36,10,0,2,1,3,4,13,Oui,14 %,M,Célibataire,Consulting,Senior Manager,Non,Transformation Digitale,Occasionnel
1,3,3,2,4,2,3,47,11849,1,10,10,7,1,2,29,4,9,9,Oui,12 %,M,Marié(e),Consulting,Senior Manager,Oui,Infra & Cloud,Aucun
4,3,1,4,4,2,4,28,2070,1,5,5,2,1,3,9,3,0,4,Non,23 %,M,Marié(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
3,3,2,4,2,4,3,37,6502,4,7,5,4,1,5,6,4,0,1,Non,14 %,M,Marié(e),Commercial,Cadre Commercial,Non,Transformation Digitale,Occasionnel
4,2,1,3,1,4,3,21,3230,1,3,3,2,0,4,3,2,1,0,Non,17 %,M,Célibataire,Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
1,3,3,4,1,3,3,37,13603,2,15,5,2,2,2,1,4,0,2,Oui,18 %,F,Divorcé(e),Consulting,Directeur Technique,Non,Transformation Digitale,Aucun
2,4,3,2,2,2,3,35,11996,7,10,7,7,1,6,22,3,6,2,Non,18 %,F,Divorcé(e),Consulting,Senior Manager,Non,Infra & Cloud,Occasionnel
1,4,2,1,3,3,4,38,5605,1,8,8,0,1,3,7,2,7,7,Oui,24 %,F,Divorcé(e),Commercial,Cadre Commercial,Non,Transformation Digitale,Occasionnel
3,3,2,2,1,1,4,26,6397,1,6,6,5,1,6,1,3,1,4,Non,20 %,F,Divorcé(e),Consulting,Tech Lead,Non,Infra & Cloud,Frequent
1,3,5,2,1,2,3,50,19144,3,28,10,4,2,4,4,1,1,6,Non,14 %,M,Divorcé(e),Consulting,Directeur Technique,Non,Infra & Cloud,Occasionnel
3,3,4,3,4,2,3,53,17584,3,21,5,3,3,5,3,4,1,3,Oui,16 %,M,Marié(e),Consulting,Directeur Technique,Non,Transformation Digitale,Occasionnel
2,3,2,3,3,3,4,42,4907,1,20,20,16,0,3,1,1,11,6,Non,25 %,M,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Occasionnel
2,3,2,4,1,2,3,29,4554,1,10,10,7,0,3,2,2,0,9,Non,18 %,M,Célibataire,Commercial,Cadre Commercial,Non,Infra & Cloud,Frequent
2,3,2,4,4,3,3,55,5415,3,12,10,7,1,4,20,2,0,8,Oui,19 %,M,Marié(e),Consulting,Consultant,Non,Entrepreunariat,Occasionnel
1,3,2,1,3,3,3,26,4741,1,5,5,3,1,3,11,2,3,3,Oui,13 %,M,Marié(e),Consulting,Manager,Non,Transformation Digitale,Frequent
4,3,1,4,2,3,3,37,2115,1,17,17,12,0,3,1,3,5,7,Non,12 %,F,Célibataire,Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
4,3,1,3,4,1,4,44,3161,3,19,1,0,1,0,24,3,0,0,Oui,22 %,M,Divorcé(e),Consulting,Consultant,Oui,Infra & Cloud,Frequent
4,3,2,4,2,3,3,38,5745,9,10,2,2,1,2,23,4,1,2,Non,14 %,M,Divorcé(e),Consulting,Manager,Non,Infra & Cloud,Occasionnel
1,3,1,2,4,3,3,26,2373,2,5,3,2,1,2,16,4,0,2,Oui,13 %,M,Divorcé(e),Consulting,Consultant,Oui,Transformation Digitale,Occasionnel
4,3,1,4,4,3,4,28,3310,1,5,5,3,0,3,8,2,0,2,Non,21 %,F,Célibataire,Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
3,3,5,1,4,3,3,49,18665,9,22,3,2,0,4,10,4,1,2,Oui,11 %,F,Célibataire,Consulting,Directeur Technique,Non,Infra & Cloud,Frequent
3,3,2,2,4,3,3,36,4485,4,10,8,0,0,2,3,3,7,7,Non,12 %,M,Célibataire,Consulting,Assistant de Direction,Non,Entrepreunariat,Occasionnel
4,3,1,2,3,2,3,31,2789,1,2,2,2,1,5,5,3,2,2,Non,11 %,F,Divorcé(e),Commercial,Représentant Commercial,Non,Marketing,Frequent
4,2,2,4,2,3,3,26,5828,1,8,8,7,0,0,4,4,7,4,Oui,12 %,M,Célibataire,Commercial,Cadre Commercial,Oui,Marketing,Occasionnel
2,3,1,4,3,2,3,37,2326,1,4,4,2,3,3,9,3,1,2,Oui,12 %,M,Marié(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Frequent
3,3,4,2,4,4,3,42,13525,5,23,20,4,1,2,26,3,4,8,Non,14 %,F,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Frequent
3,3,1,3,3,3,3,18,1420,1,0,0,0,0,2,3,3,0,0,Non,13 %,M,Célibataire,Consulting,Consultant,Oui,Infra & Cloud,Occasionnel
3,3,3,2,3,2,3,35,8020,0,12,11,9,2,3,16,3,6,9,Non,15 %,M,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Occasionnel
3,4,1,4,4,3,3,36,3688,4,4,1,0,2,2,18,4,0,0,Non,18 %,M,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Frequent
4,1,2,2,4,3,3,51,5482,5,13,4,1,1,3,2,3,1,2,Non,18 %,M,Divorcé(e),Consulting,Tech Lead,Non,Transformation Digitale,Occasionnel
4,3,4,2,2,3,3,41,16015,1,22,22,10,0,2,2,4,0,4,Non,19 %,M,Célibataire,Commercial,Senior Manager,Non,Infra & Cloud,Occasionnel
4,2,1,3,1,3,3,18,1200,1,0,0,0,0,2,10,3,0,0,Non,12 %,F,Célibataire,Commercial,Représentant Commercial,Non,Transformation Digitale,Occasionnel
2,4,2,1,3,3,3,28,5661,0,9,8,3,0,2,16,2,0,7,Non,19 %,M,Célibataire,Consulting,Manager,Non,Transformation Digitale,Occasionnel
2,4,2,4,2,2,3,31,6929,4,10,8,7,1,3,7,3,7,7,Non,11 %,M,Marié(e),Commercial,Cadre Commercial,Non,Entrepreunariat,Occasionnel
3,4,3,4,1,2,3,39,9613,0,19,18,10,3,5,1,3,3,7,Non,17 %,M,Divorcé(e),Consulting,Manager,Non,Transformation Digitale,Occasionnel
2,3,2,2,3,3,3,36,5674,7,11,9,8,1,3,24,4,0,8,Non,15 %,F,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Aucun
4,2,2,3,3,2,3,32,5484,1,13,13,8,1,3,7,3,4,8,Non,14 %,M,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Occasionnel
1,2,3,2,3,3,3,38,12061,3,19,10,8,1,2,25,2,0,1,Non,17 %,F,Marié(e),Consulting,Directeur Technique,Non,Infra & Cloud,Occasionnel
4,1,2,3,4,3,3,58,5660,2,12,5,3,1,2,1,4,1,2,Oui,13 %,M,Divorcé(e),Consulting,Manager,Non,Infra & Cloud,Aucun
3,3,1,4,3,3,3,31,4821,0,6,5,2,1,4,5,4,0,3,Oui,12 %,M,Marié(e),Consulting,Assistant de Direction,Non,Entrepreunariat,Occasionnel
1,2,2,1,4,3,3,31,6410,3,9,2,2,0,1,2,3,1,0,Non,12 %,M,Marié(e),Ressources Humaines,Ressources Humaines,Non,Ressources Humaines,Occasionnel
1,3,3,1,1,3,3,45,5210,1,24,24,9,1,2,7,3,9,11,Non,18 %,M,Divorcé(e),Consulting,Consultant,Non,Infra & Cloud,Frequent
3,3,1,4,2,1,3,31,2695,0,3,2,2,1,2,2,4,2,2,Oui,18 %,M,Divorcé(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
4,3,3,2,2,3,3,33,11878,6,12,10,6,2,2,5,4,8,8,Non,11 %,F,Marié(e),Consulting,Senior Manager,Non,Infra & Cloud,Frequent
3,3,4,1,4,3,3,39,17068,1,21,21,9,0,3,10,1,11,10,Oui,14 %,M,Marié(e),Consulting,Senior Manager,Non,Transformation Digitale,Occasionnel
3,3,1,4,1,3,3,43,2455,0,9,8,7,0,5,10,4,1,7,Non,19 %,F,Célibataire,Consulting,Consultant,Non,Infra & Cloud,Frequent
3,2,4,3,4,3,3,49,13964,7,25,7,1,0,2,1,2,0,7,Oui,12 %,F,Célibataire,Consulting,Manager,Non,Entrepreunariat,Occasionnel
